"1","Ryan18","na",,"5","Danny19",
"1","Martin16","Off",,"6","Michael7",
"1","John4","Off",,"4","Alex2",
"1","Chris20","Def",,"3","Sherman12",
"1","Khoman 6","Def",,"6","Karen13",
"1","Marcus17","Def",,"4","Max14",
"1","Jessica10","Off",,"7","Frank8",
"1","Jeffrey1","Off",,"7","Jonathan5",
"2","Ryan18","na",,"5","Danny19",
"2","Martin16","Off",,"6","Michael7",
"2","John4","Off",,"4","Alex2",
"2","Chris20","Def",,"3","Sherman12",
"2","Khoman 6","Def",,"6","Karen13",
"2","Marcus17","Def",,"4","Max14",
"2","Jessica10","Off",,"7","Frank8",
"2","Jeffrey1","Off",,"7","Jonathan5",
"3","John4","Off",,"4","Chris20",
"3","Joeseph9","Def",,"7","Martin16",
"3","Marcus17","Def",,"4","Ryan18",
"3","Jeffrey1","Off",,"7","Jose15",
"3","Alex2","Off",,"3","",""
"4","John4","Off",,"4","Chris20",
"4","Joeseph9","Def",,"7","Martin16",
"4","Marcus17","Def",,"4","Ryan18",
"4","Jeffrey1","Off",,"7","Jose15",
"4","Alex2","Off",,"3","",""
"5","Jonathan5","Def",,"9","Jessica10",
"5","Chris20","Def",,"3","Marcus17",
"5","Michael7","na",,"8","Khoman 6",
"5","Alex2","Off",,"3","Tom11",
"5","Max14","Off",,"5","Jeffrey1",
"6","Jonathan5","Def",,"9","Jessica10",
"6","Chris20","Def",,"3","Marcus17",
"6","Michael7","na",,"8","Khoman 6",
"6","Alex2","Off",,"3","Tom11",
"6","Max14","Off",,"5","Jeffrey1",
"7","Jessica10","Off",,"7","Michael7",
"7","Danny19","na",,"9","Vivien3",
"7","Max14","Off",,"5","Sherman12",
"7","Karen13","Def",,"7","John4",
"7","Ryan18","na",,"5","Chris20",
"7","Joeseph9","Def",,"7","Marcus17",
"8","Jessica10","Off",,"7","Michael7",
"8","Danny19","na",,"9","Vivien3",
"8","Max14","Off",,"5","Sherman12",
"8","Karen13","Def",,"7","John4",
"8","Ryan18","na",,"5","Chris20",
"8","Joeseph9","Def",,"7","Marcus17",
"9","Frank8","Off",,"9","Jeffrey1",
"9","Joeseph9","Def",,"7","John4",
"9","Marcus17","Def",,"4","Tom11",
"9","Ryan18","na",,"5","Jose15",
"10","Frank8","Off",,"9","Jeffrey1",
"10","Joeseph9","Def",,"7","John4",
"10","Marcus17","Def",,"4","Tom11",
"10","Ryan18","na",,"5","Jose15",
"11","Khoman 6","Def",,"6","Marcus17",
"11","Tom11","na",,"3","John4",
"11","Jose15","Def",,"8","Alex2",
"11","Vivien3","Off",,"8","Michael7",
"12","Khoman 6","Def",,"6","Marcus17",
"12","Tom11","na",,"3","John4",
"12","Jose15","Def",,"8","Alex2",
"12","Vivien3","Off",,"8","Michael7",
"13","Danny19","na",,"9","Vivien3",
"13","Karen13","Def",,"7","Sherman12",
"13","Marcus17","Def",,"4","Michael7",
"13","Khoman 6","Def",,"6","John4",
"13","Max14","Off",,"5","Jonathan5",
"13","Frank8","Off",,"9","Martin16",
"14","Danny19","na",,"9","Vivien3",
"14","Karen13","Def",,"7","Sherman12",
"14","Marcus17","Def",,"4","Michael7",
"14","Khoman 6","Def",,"6","John4",
"14","Max14","Off",,"5","Jonathan5",
"14","Frank8","Off",,"9","Martin16",
"15","Ryan18","na",,"5","Khoman 6",
"15","Jonathan5","Def",,"9","Martin16",
"15","Alex2","Off",,"3","Marcus17",
"15","Michael7","na",,"8","Vivien3",
"15","Joeseph9","Def",,"7","Chris20",
"15","Tom11","na",,"3","Frank8",
"16","Ryan18","na",,"5","Khoman 6",
"16","Jonathan5","Def",,"9","Martin16",
"16","Alex2","Off",,"3","Marcus17",
"16","Michael7","na",,"8","Vivien3",
"16","Joeseph9","Def",,"7","Chris20",
"16","Tom11","na",,"3","Frank8",
"17","Jonathan5","Def",,"9","Karen13",
"17","Joeseph9","Def",,"7","Jeffrey1",
"17","Tom11","na",,"3","Marcus17",
"17","Vivien3","Off",,"8","Frank8",
"17","Alex2","Off",,"3","Jessica10",
"17","Ryan18","na",,"5","Sherman12",
"18","Jonathan5","Def",,"9","Karen13",
"18","Joeseph9","Def",,"7","Jeffrey1",
"18","Tom11","na",,"3","Marcus17",
"18","Vivien3","Off",,"8","Frank8",
"18","Alex2","Off",,"3","Jessica10",
"18","Ryan18","na",,"5","Sherman12",
"19","Jonathan5","Def",,"9","Jeffrey1",
"19","Michael7","na",,"8","Danny19",
"19","Martin16","Off",,"6","Joeseph9",
"19","Ryan18","na",,"5","Sherman12",
"20","Jonathan5","Def",,"9","Jeffrey1",
"20","Michael7","na",,"8","Danny19",
"20","Martin16","Off",,"6","Joeseph9",
"20","Ryan18","na",,"5","Sherman12",
"21","John4","Off",,"4","Frank8",
"21","Danny19","na",,"9","Chris20",
"21","Max14","Off",,"5","Alex2",
"21","Karen13","Def",,"7","Martin16",
"21","Jose15","Def",,"8","Tom11",
"21","Michael7","na",,"8","Marcus17",
"21","Vivien3","Off",,"8","Ryan18",
"22","John4","Off",,"4","Frank8",
"22","Danny19","na",,"9","Chris20",
"22","Max14","Off",,"5","Alex2",
"22","Karen13","Def",,"7","Martin16",
"22","Jose15","Def",,"8","Tom11",
"22","Michael7","na",,"8","Marcus17",
"22","Vivien3","Off",,"8","Ryan18",
"23","Tom11","na",,"3","Martin16",
"23","Khoman 6","Def",,"6","Chris20",
"23","Danny19","na",,"9","Frank8",
"23","Jessica10","Off",,"7","Sherman12",
"24","Tom11","na",,"3","Martin16",
"24","Khoman 6","Def",,"6","Chris20",
"24","Danny19","na",,"9","Frank8",
"24","Jessica10","Off",,"7","Sherman12",
"25","Max14","Off",,"5","Tom11",
"25","Ryan18","na",,"5","Alex2",
"25","John4","Off",,"4","Martin16",
"25","Vivien3","Off",,"8","Frank8",
"25","Marcus17","Def",,"4","Karen13",
"25","Jose15","Def",,"8","Chris20",
"26","Max14","Off",,"5","Tom11",
"26","Ryan18","na",,"5","Alex2",
"26","John4","Off",,"4","Martin16",
"26","Vivien3","Off",,"8","Frank8",
"26","Marcus17","Def",,"4","Karen13",
"26","Jose15","Def",,"8","Chris20",
"27","Jessica10","Off",,"7","Marcus17",
"27","Chris20","Def",,"3","Khoman 6",
"27","Vivien3","Off",,"8","Ryan18",
"27","Sherman12","Def",,"5","Frank8",
"27","Jeffrey1","Off",,"7","",""
"28","Jessica10","Off",,"7","Marcus17",
"28","Chris20","Def",,"3","Khoman 6",
"28","Vivien3","Off",,"8","Ryan18",
"28","Sherman12","Def",,"5","Frank8",
"28","Jeffrey1","Off",,"7","",""
"29","Ryan18","na",,"5","Khoman 6",
"29","Max14","Off",,"5","Jessica10",
"29","Frank8","Off",,"9","Danny19",
"29","Jose15","Def",,"8","Sherman12",
"29","Michael7","na",,"8","Vivien3",
"30","Ryan18","na",,"5","Khoman 6",
"30","Max14","Off",,"5","Jessica10",
"30","Frank8","Off",,"9","Danny19",
"30","Jose15","Def",,"8","Sherman12",
"30","Michael7","na",,"8","Vivien3",
"31","Michael7","na",,"8","Max14",
"31","Alex2","Off",,"3","Chris20",
"31","Khoman 6","Def",,"6","Jeffrey1",
"31","Danny19","na",,"9","Jonathan5",
"32","Michael7","na",,"8","Max14",
"32","Alex2","Off",,"3","Chris20",
"32","Khoman 6","Def",,"6","Jeffrey1",
"32","Danny19","na",,"9","Jonathan5",
"33","John4","Off",,"4","Frank8",
"33","Jeffrey1","Off",,"7","Jose15",
"33","Ryan18","na",,"5","Sherman12",
"33","Joeseph9","Def",,"7","Jessica10",
"34","John4","Off",,"4","Frank8",
"34","Jeffrey1","Off",,"7","Jose15",
"34","Ryan18","na",,"5","Sherman12",
"34","Joeseph9","Def",,"7","Jessica10",
"35","Vivien3","Off",,"8","Danny19",
"35","Marcus17","Def",,"4","Karen13",
"35","Max14","Off",,"5","Ryan18",
"35","Khoman 6","Def",,"6","Alex2",
"35","Joeseph9","Def",,"7","Michael7",
"35","Frank8","Off",,"9","Tom11",
"35","Martin16","Off",,"6","Jonathan5",
"36","Vivien3","Off",,"8","Danny19",
"36","Marcus17","Def",,"4","Karen13",
"36","Max14","Off",,"5","Ryan18",
"36","Khoman 6","Def",,"6","Alex2",
"36","Joeseph9","Def",,"7","Michael7",
"36","Frank8","Off",,"9","Tom11",
"36","Martin16","Off",,"6","Jonathan5",
"37","Karen13","Def",,"7","Jose15",
"37","Joeseph9","Def",,"7","Danny19",
"37","Max14","Off",,"5","Vivien3",
